ID,Title,Keywords1,Keywords2,Abstract,Year
146,"Online linguistic resources: Contexts, practices and challenges",Data-driven learning; digital literacy; online reading and writing; corpus linguistics; computer-assisted-translation,,"Based on 30 in-deep semi-structured interviews, we explore how 59 Spanish multilingual college students (11-17 year olds) use digital language resources ( translators, dictionaries, checkers) in their daily literacy practices within and outside the classroom. Previous studies analyse these resources (Buyse, 2014) and their affordances for verbal learning (Sinclair, 2004), but we lack ethnographic descriptions of the actual queries of each of these resources and the communicative contexts in which they occur. Our data suggest that the most popular resource is the translator in L2 reading and L1 / L2 writing situations, followed by the dictionary and the checker in schools and private contexts. These attitudes and practices establish differences between a basic user, who employs any mechanical and uncritical resource, and a sophisticated and autonomous user, who consciously chooses the resource in context and shows refined knowledge and skills and verifies the results obtained with several strategies (backtranslation, use of a third language, comparison of resources, photographs). These practices contrast with teachers' point of view who advise the non usage of translators, and recommend well-known dictionaries and grammars and prohibit the use of certain resources in classrooms. Among other findings, we recommend the formal instructiton for students in the use of these resources and the development of a more detailed research on this emerging field.",2016
147,Blog posts and traditional assignments by first-and second-language writers,Academic Writing; Digital Texts; Discourse Analysis; Corpus Analysis,SYNTACTIC COMPLEXITY; COH-METRIX; WRITING SKILLS; ESSAY QUALITY; LANGUAGE; STUDENTS; FEATURES; TEXT; JUDGMENTS; COHESION,"This study investigates differences in the language and discourse characteristics of course blogs and traditional academic submissions produced in English by native (L1) and advanced second language (L2) writers. One hundred and fifty two texts generated by 38 graduate students within the context of the same Master's level course were analysed using Coh-Metrix indices at the surface code, textbase and situation model levels. The two text types differed in their lexical sophistication, syntactic complexity, use of cohesion and agency. Overall, the traditional course assignments were more formal, lexically sophisticated and syntactically complex, while the blog posts contained more semantic and situational redundancy, resulting in higher readability, and communicated a clearer sense of agency. There were also reliable differences between the textual artefacts generated by the L1 and L2 writers, one of which was a more traditional impersonal academic style of the L2 texts. Although no interaction was observed between the two independent variables in the Coh-Metrix analyses, an additional analysis of human ratings showed that the blog posts were rated lower on the use of language than traditional assignments for the L2, but not L1, writers. Limitations of the computational text analysis and pedagogical implications of the findings are considered.",2017
148,Closing the enjoyment gap: heritage language maintenance motivation and reading attitudes among Chinese-American children,Heritage language maintenance; Chinese heritage language; language learning motivation; reading attitudes; biliteracy; family and community support; language proficiency,SELF-ASSESSMENT; L2 SELF; INTRINSIC MOTIVATION; PROFICIENCY; COMPREHENSION; BILINGUALISM; METAANALYSIS; ACHIEVEMENT; DIMENSIONS; LITERACY,"Research demonstrates strong associations between psychosocial factors (motivation, attitudes, beliefs), outside of class behavior, and second language (L2) learning, particularly reading achievement [Briggs and Walter 2016. Read On! Extensive Reading and Young Second Language Learners' Motivation and Attitudes; Masgoret and Gardner 2003. Attitudes, Motivation, and Second Language Learning: A Meta-Analysis of Studies Conducted by Gardner and Associates. Language Learning 53 (S1): 167-210]. Fewer studies have explored the attitudes of students studying a heritage language (HL). Mandarin Chinese is the second most commonly spoken home language among dual language learner children in the U.S. [Park, Zong, and Batalova 2018. Growing Superdiversity among Young US Dual Language Learners and its Implications. Washington, DC: Migration Policy Institute] and increasing numbers of children receive explicit Chinese instruction. Comparatively less is known, however, regarding their attitudes toward Chinese maintenance and reading or the impact on intended effort. The current study addressed language learning attitudes and motivations, language specific reading attitudes, and out-of-school language use in physical and digital environments, among 58 children ages 10-18 enrolled in Chinese school. Findings revealed that ideal self accounted for significant variance in school effort (12%), but less than previously found in other contexts. L1/L2 reading attitudes had a significant negative relationship; the more enjoyable reading in English, the less enjoyable reading in Chinese. Chinese reading activity in digital environments uniquely accounted for significant variance in school effort. Results expand our understanding of motivation variability and underscore the importance of digital environments for young learners.",2022
149,It's not what you see: it's the language you say it in,language production; bilingualism; visual cognition; time-telling,DIGITAL CLOCKS; ANALOG; TIME,"In an eye-tracking experiment, we investigated the interplay between visual and linguistic information processing during time-telling, and how this is affected by speaking in a non-native language. We compared time-telling in Greek and English, which differ in time-telling word order (hour vs. minute mentioned first), by contrasting Greek-English bilinguals speaking in their L1-Greek or their L2-English, and English monolingual speakers. All three groups were faster when telling the time for digital than for analogue clocks, and when telling the time for the first half-hour than the second half-hour. Critically, first fixation and gaze duration analyses for the hour and minute regions showed a different pattern for Greek-English bilinguals when speaking in their L1 versus L2, with the latter resembling that of English monolinguals. Our results suggest that bilingual speakers' eye-movement programming was influenced by the type of time-telling utterance specific to the language of production currently in use.",2014
150,Face-to-face and Wiki revision in translator training: exploring the advantages of two modes of collaboration,Translator training; wiki; online collaboration; face-to-face revision; wiki revision; digital educational technologies,RESOURCES; L2,"It has been argued that the growing impact of new technologies on society should be reflected in education in response to the digital generation's extensive dependence on digital tools. This paper focuses on the incorporation of digital technologies into translator training by comparing the benefits and drawbacks of wikis, a collaborative online writing and editing tool, and face-to-face communication. In the study, trainee translators' performance in and attitudes towards face-to-face and digital revision are examined. Two groups of 12 trainee translators were asked to complete two pair-work assignments involving translation and revision: in the first, the participants were engaged in face-to-face interaction, while wiki collaboration was used in the second. The results show that the number of revisions was higher in wiki assignments, but there were no differences in the types of revisions. A short questionnaire shows that the participants' opinions of both modes of revision were positive: face-to-face revision was deemed somewhat easier and more efficient in terms of communication, whereas wiki revision was considered more effective in terms of time management. These findings call for further exploration of issues, such as pair dynamics, communication and flexibility, and their impact on the application of wikis to translator training.",2020
151,Mobile-assisted vocabulary learning: Investigating receptive and productive vocabulary knowledge of Chinese EFL learners,mobile-assisted vocabulary learning; word cards; receptive and productive vocabulary knowledge,RETRIEVAL; PHONES,"Considerable research has been conducted on the advancement of mobile technologies to facilitate vocabulary learning and acquisition in a second language (L2). However, whether mobile platforms lead to a comprehensive mastery of both receptive and productive vocabulary knowledge has seldom been addressed in previous literature. This study investigated English vocabulary learning from engagement with mobile-based word cards and paper word cards in the context of the Chinese university classroom. A total of 85 undergraduate students were recruited to take part in the study. The students were divided into two groups, a mobile learning group and a paper-based learning group, and tested on two word knowledge components: receptive knowledge of the form-meaning connection and productive knowledge of collocations. Both the digital and non-digital word cards enhanced L2 vocabulary learning, and the results showed that the mobile application (app) promoted greater gains than physical word cards.",2022
152,"The Roles of Recasts, Task Complexity, and Aptitude in Child Second Language Development",recasts; task complexity; aptitude; child learners; second language; elicited imitation; LLAMA,CORRECTIVE FEEDBACK; IMPLICIT KNOWLEDGE; EXPLICIT; VALIDITY; ABILITY; SLA,"This study investigated the effects of task complexity on child learners' second language (L2) gains, the relationship between aptitude and L2 development, and the extent to which task complexity influences this relationship when recasts are provided. Sixty child EFL learners were assigned to two experimental groups. During the treatment, one group completed simple information transmission tasks, whereas the other group performed complex decision-making tasks. In response to errors in the use of the present third person singular verb forms, participants received recasts. L2 development was measured through oral production, written production, and elicited imitation tests. Aptitude was assessed through LLAMA D, LLAMA E, and LLAMA F. Less cognitively demanding tasks were more beneficial. Participants' performance on LLAMA E predicted L2 gains measured through elicited imitation, and their LLAMA D scores predicted development measured through the oral and written production tests under complex task conditions. Open Practices This article has been awarded Open Data and Open Materials badges. The data and materials from this study are publicly accessible via the IRIS digital repository at . Learn more about the Open Practices badges from the Center for Open Science: .",2020
153,Technology for a tasked-based language learning curriculum,computer-assisted language learning (CALL); tutorial CALL; social CALL; task-based language learning; second language acquisition (SLA); teaching Spanish as a second language,,"Computer-assisted language learning (CALL) takes place in two educational environments: (1) tutorial CALL, where students interact with and learn from digital materials and programs in a self-directed manner; and (2) social CALL, the computer provides the medium where students can interact with each other at a distance. Each mode offers specific benefits that contribute to second-language learning, especially if the activities students are asked to complete are framed within an overarching task-based learning approach (Gonzalez Lloret y Ortega 2014). Digital exchanges, such as those found in social media or synchronous videoconferences, have had a profound impact on how people communicate and can be adapted to support L2 learning as well. Nevertheless, tutorial CALL still has a valued place in the curriculum when one considers the need to develop a sufficiently large L2 vocabulary and the challenges of a controlling a new morphosyntactic system. All digitally based activities need to be evaluated carefully for cultural authenticity, student-fit, teacher-fit, feasibility/cost, and learning potential (Hubbard 2006). This study will provide an overview of these issues as well as cite some specific Web 2.0 examples, along with suggestions on how to incorporate ICT digital tools into a task-based curriculum.",2018
154,"Tracking telecollaborative tasks through design, feedback, implementation, and reflection processes in pre-service language teacher education",conversation analysis; feedback; reflective practice; task design; teacher education; video-mediated interaction; virtual exchange,CONVERSATION ANALYSIS; ADVICE; ORGANIZATION; RESISTANCE; LEARNERS; GRAMMAR; IMPACT; TALK; CALL,"Telecollaborative exchanges between students from different countries are increasingly becoming a common practice in foreign language education and calling for new teacher competences for task design in order to maximize interactional opportunities in these settings. Considering that tasks are dynamic in nature and subject to constant change from their initial design to implementation by L2 learners, there is a need for teacher training activities promoting opportunities for improving the required digital and pedagogical competences. With this in mind, this paper sets out to explore the interactional architecture of the multiple steps involved in the training of pre-service language teachers in pedagogical task design for telecollaboration-oriented video-mediated interactional settings. We describe the procedural unfolding of the telecollaborative tasks by analyzing (i) pre-service teachers' collaborative design meetings and (ii) written design reports; (iii) peer and mentor evaluation of these design ideas in whole-class feedback sessions in teacher training classrooms; (iv) written reports of redesigns after the feedback session, (v) video-mediated implementation by telecollaborative task participants, and finally (vi) pre-service teachers' written reflections based on the implementation of their own designs. We use Conversation Analysis to closely examine audio and screen-recording data and draw on the textual data to present the procedural unfolding of two tasks over multiple phases, namely design, feedback, implementation, and reflection. The findings show that a telecollaborative task is a co-construction by the pre-service teachers as task designers, the teacher trainer as the mentor, and the L2 learners as the end users in interactionally trackable ways across the teacher education events. The results bring insights into the novel sets of digital, pedagogical, and interactional competencies in L2 contexts. We conclude that task enhanced telecollaboration holds great potential to critically advance research and practice in L2 teaching and teacher education worldwide.",2024
155,Potentialities of Applied Translation for Language Learning in the Era of Artificial Intelligence,gencia Artificial (IA); ChatGPT; Critical Ecological Approach (CEA); Acercamiento Ecologico Critico; (ACE); IMI plus framework; marco IMI plus; language learning; aprendizaje de lenguas,MACHINE TRANSLATION; 21ST-CENTURY; CENSORSHIP,"Artificial Intelligence (AI) and AI-powered machine translation bring opportunities and challenges for L2 educators and students. Most recently, the emergence of AI-based chatbots, such as ChatGPT, has led to calls for a revision of traditional teaching methods to prioritize reflective reasoning and critical thinking. This article studies the potentialities of Applied Translation (AT) to promote essential critical thinking skills needed to engage effectively with AI-based tools in the L2 classroom. We present the IMI+ framework (Integration, Multimodality, and Interaction) for integrating AT in language education, which helps support the development of digital literacy and critical thinking in L2 classrooms. Furthermore, given the challenges related to privacy and ethics inherent in these new technologies, we propose applying a Critical Ecological Approach (CEA) to AT to help learners navigate those challenges by identifying power imbalances and societal inequities. Finally, we explain how the seven articles in this special issue showcase the potential applications of AT in Spanish language education.",2023
156,Visual-Syntactic Text Formatting: Developing EFL Learners' Reading Fluency Components,Digital scaffolding; Reading fluency; EFL; Syntactic enhancement; VSTF technology,COMPREHENSION; ENHANCEMENT; PROSODY; SKILLS,"Developing English reading fluency (ERF) is challenging due to cross-linguistic differences between L1 and L2. This study replicated, with modifications, prior study of syntactic enhancement and secondary school EFL Students' reading fluency in South Korea. The current project investigated the impact of visual-syntactic text formatting (VSTF) on developing ERF components (i.e., parsing skills, reading speed, and comprehension) in an Iranian context. In order to reformat block-formatted English text in a way to be more concise, the VSTF technology was used. For 20 weeks, two experimental groups (76 intermediate EFL students) read reformatted passages, whereas the control group (n = 38) read their block-formatted textbook. After analyzing the pre-and post-test results, it was demonstrated that reformatted texts could support EFL students to enhance their ERF elements. The researchers also found that VSTF can be used as a syntactic enhancement, making it simpler for EFL learners to receive English syntactic information as input. Findings have led to the reasonable interpretation that learning L2 reading fluency components (RFC) was more productive when the VSTF technology was utilized for the learning processes.",2022
157,TECHNOLOGY AND THE FOUR SKILLS,Task-based Instruction; Computer-mediated Communication,LANGUAGE; COMPREHENSION; PERFORMANCE; STUDENTS; GERMAN; CMC,"Most L2 instructors implement their curriculum with an eye to improving the four skills: speaking, listening, reading, and writing. Absent in this vision of language are notions of pragmatic, sociolinguistic, and multicultural competencies. Although current linguistic theories posit a more complex, interactive, and integrated model of language, this review article points out where computer-assisted language learning (CALL) can contribute to L2 language growth in terms of these four skills, especially if carefully situated within a task-based language teaching (TBLT) framework. New technologies coupled with a TBLT goal-oriented approach ultimately push learners to combine speaking, listening, reading, and writing in ways that resemble more closely how they normally engage with the digital facets of their own lives.",2016
158,Using learning analytics to understand collective attention in language MOOCs,Collective attention; LMOOCs; language MOOCs; learning analytics,,"Learning analytics (LA) has the potential to generate new insights into the complexities of learning behaviours in language massive open online courses (LMOOCs). In LA, the collective attention model takes an ecological system view of the dynamic process of unequal participation patterns in online and flexible learning environments. In this study, the 'Oral Communication for EFL Learners (spring)' on XuetangX was selected as an example with which to examine the allocation of learner attention in the context of LMOOCs. The open-flow network of collective attention was used to model the dynamics of learning behaviours to understand how different cohorts of second language (L2) learners allocated their attention at the collective level. The results showed that what distinguished high-performing L2 learners was related less to where they started with LMOOC resources or how much attention they allocated to certain learning units and more to the extent to which their attention could be maintained and circulated into other learning units. In addition, learners' attention typically followed the pre-designed course structure each time they entered the online space. No learning resources offered in the selected LMOOC were found to dominate the collective attention flow, which suggested that L2 learners' online engagement followed classroom learning patterns. The use of LA to understand the allocation of L2 attention at the collective level provides new perspectives on digital behaviour in LMOOCs, which may facilitate the design of cost-effective L2 resources that prevent learner overload in the information-rich age.",2022
159,Input in the digital wild: Online informal and non-formal learning and their interactions with study abroad,complex systems; informal learning; non-formal learning; online learning; study abroad,,"As research into online informal language learning (OILL) develops as a field, the impact on such practices for a wide variety of contexts can be considered. In the case of this publication, the study abroad (SA) context is of particular interest. Indeed the study abroad student may interact with a range of online learning resources in formal, non-formal and informal contexts before during and after mobility. This review article looks at both Online Informal Language Learning and non-formal learning activities relevant to SA, with particular focus on the Erasmus + online learning support (OLS) platform and popular commercial non-formal learning apps such as Duolingo and Busuu. Such informal and non-formal learning activities also interact with formal language learning offered to SA students, some of which may also take place online. Formal, non-formal and informal learning can therefore be seen to constitute a personal learning environment (PLE) which is specific to each learner. Complex systems views of language learning, including usage based approaches and cognitive grammar, form a useful theoretical framework for understanding how second language (L2) skills may develop as learners are exposed to frequently occurring prototypes in salient contexts in input. While it is now widely accepted that such exposure has a significant impact on comprehension levels, research continues into individual differences between learners in terms of exposure time and cognitive, affective and linguistic engagement with the target materials. Data will be presented indicating that while formal and non-formal learning activities involve exposure times which are often insufficient for significant language development when taken in isolation, informal learning activities offer exposure times and forms of engagement which support language development for many learners. Issues surrounding the assessment and certification of linguistic skills gained outside the classroom are addressed in conclusion.",2023
160,ATTENTIONAL PROCESSING OF INPUT IN EXPLICIT AND IMPLICIT CONDITIONS An Eye-Tracking Study,,TEXTUAL ENHANCEMENT; INSTRUCTION; LEARNERS; CONSCIOUSNESS; L2; 2ND-LANGUAGE; KNOWLEDGE; AWARENESS,"In this study we examined language learners' attentional processing of a target syntactic construction in written L2 input in different input conditions, the change in learners' knowledge of the targeted construction in these conditions, and the relationship between the change in knowledge and attentional processing. One hundred L2 learners of English in Sri Lanka were divided into four experimental groups and control group: input flood, input enhancement, a specific instruction to pay attention to the target grammatical construction in the input, and an explicit metalinguistic explanation of the target construction. Eye tracking was used to collect data on the attentional processing of 45 participants in the sample. The eye-tracking measures of learners who received a specific instruction to pay attention to the target structure and an explicit metalinguistic explanation indicated increased attentional processing. The learners in these groups also improved their knowledge of the target structure significantly. The results suggest that increased attentional processing is needed for development in L2 grammatical knowledge and that explicit instruction to pay attention to the input and metalinguistic explanation are successful in directing learners' attentional resources toward novel grammatical constructions in the input.",2017
161,Turning Bilingual Lexicography Upside Down: Improving Quality and Productivity with New Methods and Technology,LEXICOGRAPHICAL R&D; INTERDISCIPLINARY COLLABORATION; DIGITAL TECHNOLOGY; BILINGUAL LEXICOGRAPHY; LEXICOGRAPHICAL DATABASES; MACHINE TRANSLATION; AUTOMATIC INVERSION; OBJECT LANGUAGE; AUXILIARY LANGUAGE; HUMAN VERSUS ARTIFICIAL LEXICOGRAPHER,DICTIONARIES,"This is a report from the real world. It informs about the outcome of a project, which the author conducted during a months-long research stay at the Danish company Ordbogen where he integrated its research and development (R&D) team. The first part of the project was to test machine translation and find out to what extent it is usable in the compilation of bilingual lexicographical databases. The hypothesis was that the technology was not yet mature. But surprisingly, it turned out that the accuracy rate is already so high that it is worth considering how to implement it. The second part of the project aimed at further developing an idea formulated by Fuertes-Olivera et al. (2018) on how to invert a dictionary without losing semantic content. The new vision is to compile a monolingual L2 database, bilingualize it to an L2-L1 database using machine translation, and then invert the relationship between L2 lemmata and L1 equivalents using the L1 definitions of the L2 lemmata as the axis. The third part of the project was to test this idea using a specially designed ad hoc program. The program automatically uploads relevant data from existing lexicographical databases, translates L2 definitions and example sentences into L1, suggests adequate L1 equivalents, and eventually inverts the relationship between the two languages. It worked, but the methodology still needs further refinement to be implementable on a large scale. The report concludes by listing some of the remaining challenges and defining the new role of the lexicographer in this type of project.",2022
162,"Texting, Textisms and Teaching Portuguese",texting; textisms; spelling; teaching of Portuguese,LITERACY; STUDENTS; LANGUAGE,"This study examines the perception of digital Portuguese spelling and its relationship to the teaching of Portuguese as L1 and L2. 85 undergraduate and graduate students in the fields of education and communication participated in the study through a 35-item questionnaire, validated in both theoretical and the empirical terms. The qualitative analysis of the results showed a high rejection of the use of textisms at the graphic and phonological levels, which are regarded as being associated with standard Portuguese spelling mistakes. However, the multimodal elements of digital Portuguese were accepted as resources for the teaching of the language.",2017
163,Student -initiated language learning sequences in a real -world digital environment,,SEARCH SEQUENCES; L2 VOCABULARY; OPPORTUNITIES; PEER; LEARNABLES; FEEDBACK; REPAIR; TIME,,2020
164,Epilogue: Second language writing in the age of computer-mediated communication,Computer-mediated communication; L2 writing; In-school and out-of-school literacy practices,LANGUAGE LEARNERS; TECHNOLOGY; ONLINE; METAANALYSIS; LITERACIES; CHAT; WIKI,"The emergence of digital technologies has significantly transformed the forms, genres, and purposes of writing both inside and outside the classroom. This special issue focuses on writing in computer-mediated environments to provide important insights for educators, researchers, and instructors in this area. We summarize the findings from the special issue in light of other recent research, and point to implications for pedagogy and research.",2017
165,A mixed-methods study of feedback modes in EFL writing,Computer-assisted Language Learning; EFL Writing; Feedback Modes; Audiovisual Feedback,WRITTEN CORRECTIVE FEEDBACK; PERCEPTIONS; STUDENT; SHOW; L2,"As digital technologies have become ubiquitous thanks to the Internet, new modes of feedback in L2 writing have emerged, yet what remains unclear is how feedback given through alternative modes helps improve writing quality and how new feedback tools fit in the overall context of writing instruction. Therefore, the purpose of this embedded mixed-methods study is to assess how three online feedback modes help improve student writing. Thirty-three intermediate Turkish-L1 learners of English received written, audio and screencast feedback in Google Drive to improve their writing in a multi-draft essay-writing task and an essay-revision task with three parallel essays. The results indicated that it was the audio group that made the highest number of correct revisions in the essay-writing task, while there was not a significant difference among the three feedback modes in the essay-revision task. Semi-structured interviews and screen recordings provided qualitative data about their preferences and how they worked with each mode to address both microlevel and macrolevel problems. The participants did not uniformly prefer a particular feedback mode but highlighted the potential benefits and downsides of each mode.",2020
166,Unpacking second language writing teacher knowledge through corpus-based pedagogy training,data-driven learning; corpus-based pedagogy; second language writing; TPACK,TPACK; LINGUISTICS; FRAMEWORK; CORPORA,"Corpus-based language teaching is one area of second language (L2) pedagogy in which L2 teachers may benefit from extensive guidance on how to integrate digital tools into pedagogical practices. Direct corpus approaches like data-driven learning (DDL) cultivate learner engagement and language discovery. However, second language writing (SLW) teachers face significant challenges using corpora in the classroom, and these challenges often go unaddressed in language teacher education, particularly for in-service teachers. This paper reports on a case study in which six university SLW teachers participated in an online corpus-based pedagogy workshop. Teachers developed DDL activity plans and wrote in reflective diaries. The analysis of these artifacts shows that the teachers tended to follow one of two paths toward knowledge integration, as either Planners or Seekers, when implementing corpus activities in their classrooms. The teachers also reported increased confidence in applying direct corpus methods to their lessons by the end of the workshops, though they expressed the need for continued, long-term support.",2023
167,Navigating the complex social ecology of screen-based activity in video-mediated interaction,video-mediated interaction; screen-based activity; conversation analysis; L2 interaction; progressivity,ORGANIZATION; TALK; SILENCE; SPACE,"Task-oriented video-mediated interaction takes place within a complex digital-social ecology which presents, to participants, a practical problem of social coordination: How to navigate, in mutually accountable ways, between interacting with the remote co-participants and scrutinizing one's own screen -which suspends interaction-, for instance when searching for information on a search engine. Using conversation analysis for the examination of screen-recorded dyadic interactions, this study identifies a range of practices participants draw on to alert co-participants to incipient suspensions of talk. By accounting for such suspensions as being task-related through verbal alerts, typically in the form let me/let's X, participants successfully 'buy time', which allows them to fully concentrate on their screen activity and thereby ensure the progression of task accomplishment. We discuss how these findings contribute to our understanding of the complex ecologies of technology-mediated interactions.",2022
168,WEBQUESTS TO PROMOTE ORAL COMPREHENSION AND REDUCE ANXIETY IN FLIPPED LEARNING AND IN TRADITIONAL ENGLISH CLASSES: A MIXED METHOD STUDY,WebQuests; flipped classroom; blended learning; English as a Foreign Language (EFL); listening skills,STUDENTS PERCEPTIONS; PERFORMANCE; CLASSROOM,"Online education has become a necessity and blended approaches have gained momentum since the COVID-19 pandemic. Nowadays, the use of online resources combined with traditional strategies is being widely adopted in education. The new scenario is outpacing theoretical frameworks and research results, and empirical data is needed to assess the effectiveness of new teaching modalities to promote learners' achievement. In the field of language teaching, there is a paucity of studies offering empirical data on the use of combined educational strategies. The current paper aims to investigate the effect of WebQuests in two settings -Traditional (face-to-face) classes and flipped learning classes- on improving English listening skills and decreasing L2 listening anxiety. The study adopts a quasi-experimental design, with 96 participants of preparatory education learning English as a Foreign Language (EFL) in Egypt. Three groups were selected randomly: The first experimental group used WebQuests in flipped learning; the second experimental group studied with WebQuests in a traditional (face-to-face) setting; and the control group studied through regular teaching with no WebQuests. A pre-test was used to assess students' L2 listening competence in the three groups. After the intervention, a post-test was given to the three groups to explore the improvement in their listening skills. Additionally, a pre-and-post foreign language listening anxiety questionnaire was used to check the effect of WebQuests on decreasing listening anxiety in the English classroom. The results showed that WebQuests are efficient strategies in teaching English, but the results are more significant in flipped learning.",2023
169,IRIS: A new resource for second language research,research methods; data collection; repository; IRIS; data elicitation,,"IRIS is a digital database of materials used to collect data for second language research that went fully live in August 2012. At the time of writing (May 2013), there have been over 3,300 downloads of materials held on the site, and almost 11,000 visits, demonstrating a clear need for the resource. IRIS has the potential to make a step-change in the way our field works, impacting the nature and rate of second language (L2) research. Here we outline the motivations for the project, what the IRIS database consists of, how it is structured, and the future of the resource.",2014
170,Emergency remote teaching adaptation of the anonymous multi-mediated writing model,Anonymous multi-mediated writing model; Academic integrity; Preventing plagiarism; Asynchronous online peer feedback; Asynchronous online teacher feedback; ERT (Emergency remote teaching),COLLABORATIVE REVISION; L2 WRITERS; PEER; FEEDBACK; PLAGIARISM; ACCURACY; TEACHERS; LEVEL; TEXT,"Covid-19 related transfer of instruction to digital platforms has heightened the complications involved in teaching writing, including assessment problems regarding the increased risk of academic misconduct incidents. This study aimed at scrutinizing how the revised anonymous multi-mediated writing model fits emergency remote teaching (ERT), ensuring the promotion of academic integrity. The revised model was implemented throughout a two-semester freshmen Writing Skills course via a mixed methods triangulation research design in the ELT department of a university in Turkiye. Quantitative data came from writing assignments and peer feedback analyses, whereas qualitative data were retrieved through reflection papers and interviews. Students' ERT scores were compared to pre-Covid face-to-face (F2F) learning scores, revealing no significant differences; confirming that students' performances were similar in F2F or ERT without any increase in academic misconduct in ERT. The AMMW model worked well in ERT by enabling scaffolding through asymmetrical and symmetrical asynchronous online feedback, with the integration of a rubric as the learning tool. Qualitative findings revealed the limitations of online teaching, especially regarding the importance of teacher-student(s) interaction. As an anthology of L2 writing practice amid the Covid-19 outbreak, this study may help other academics to cope with cases resembling those presented here.",2023
171,"Extramural English in Scandinavia and Asia: Scale Development, Learner Engagement, and Perceived Speaking Ability",,L2 ENGLISH; LANGUAGE; VOCABULARY; PROFICIENCY; INPUT; WILLINGNESS; INSTRUCTION; COMMUNICATE; VALIDATION; PREDICTORS,"This article comprises two international studies. Study 1 aimed to develop a scale to measure the frequency of learners' voluntary, informal, out-of-school engagement with English, so-called Extramural English (EE) activities. It involved three stages - pilot study, exploratory factor analysis, and confirmatory factor analysis - followed by measuring the test-retest reliability and known-groups validity of the scale. L2 English learners (N = 907; mean age: 17) from Scandinavia (Denmark, Norway, and Sweden) and Turkey participated. The analyses led to a 32-item EE Scale that loaded onto eight factors: EE Digital Creativity, Gaming, Internalized, Music, Niche Activities, Reading and Listening, Social Interaction, and Viewing. Study 2, in which the scale was implemented, aimed to explore the frequency of EE activities and examined whether EE predicts learners' perceived speaking ability in different settings. Learners from Scandinavia (N = 197) and Asia (N = 125; China and Turkey) participated. Data analyses showed that both samples engaged most frequently in EE Music, Viewing and Reading and Listening. Ordinal regression analysis revealed that EE predicts perceived speaking ability in both contexts, but differently so. Thus, EE seems to play different roles for learning English in the different settings. Implications are discussed regarding the context-specific nature of EE.",2023
172,Validating an Elicited Imitation Task as a Measure of Implicit Knowledge: Comparisons With Other Validation Studies,elicited imitation; implicit knowledge; explicit knowledge; validation; second language acquisition,OPERATIONAL DEFINITIONS; EXPLICIT KNOWLEDGE; LANGUAGE; 2ND-LANGUAGE; COMPREHENSION; ACQUISITION; FEEDBACK; WRITTEN,"This study builds on research investigating the construct validity of elicited imitation (EI) as a measure of implicit second language (L2) grammatical knowledge. It differs from previous studies in that the EI task focuses on a single grammatical feature and time on task is strictly controlled. Seventy-three EFL learners and 20 native English speakers completed the EI and four other tests hypothesized as measures of implicit or explicit L2 knowledge. Factor analytic results indicated that learners' EI scores loaded on the factor labeled implicit L2 knowledge, confirming previous findings. Results from other tests and methodological issues concerning EI design and use suggest that the construct validation of EI as a measure of implicit L2 grammatical knowledge awaits further investigation.",2015
173,Interactive e-book reading vs. paper-based reading: Comparing the effects of different mediums on middle school students' reading comprehension,Interactive e-books; L2 reading comprehension; Digital reading; Multimedia; CALL; Online learning; Paper-based vs; digital reading,ELECTRONIC BOOKS; STORY COMPREHENSION; EMERGENT LITERACY; WORKING-MEMORY; COGNITIVE LOAD; SUPPORT; KINDERGARTEN; MULTIMEDIA; VOCABULARY; LANGUAGE,"This exploratory study compared the effects of two different mediums of reading-interactive e-book reading and paper-based reading-on learners? reading comprehension. A specific focus was placed on literal vs. inferential comprehension. Thirty Korean middle school English language learners were randomly assigned to an interactive e-book reading (treatment) group or a paper-based reading (control) group. A pre-test and five comprehension tests were administered to both groups over a total of six reading sessions. A survey was also conducted to investigate students? perceptions of how helpful interactive e-book features were in aiding their reading comprehension. Results from the reading comprehension test scores showed no statistical differences between the groups across the five tests. Analysis of literal and inferential questions also showed no significant difference overall. Findings from the survey data along with researcher observation notes suggest that interactive features that are not designed to aid students? understanding can distract students from the task of reading which may hinder their comprehension. The overall results of this study suggest that it may not be the medium of reading, but how students engage with each medium that can affect their comprehension of text. ? 2020 Elsevier Ltd. All rights reserved.",2021
